,gene_id,normalized_counts,Mass
651,MYCTH_2304000,54937.30272000001,92367
652,MYCTH_2293961,54986.688729999994,79864
653,MYCTH_2298134,55090.138470000005,51812
654,MYCTH_2307656,55261.17539,42228
655,MYCTH_2310612,55270.950639999995,62594
656,MYCTH_2311885,55357.30869,24133
657,MYCTH_2310340,55800.4934,33641
658,MYCTH_2309187,55957.70703,29952
659,MYCTH_2079868,56047.87323,38549
660,MYCTH_2294503,56064.844979999994,166086
661,MYCTH_2295965,56158.21962,43722
662,MYCTH_2297251,56381.0114,35927
663,MYCTH_2298170,56575.91672000001,93287
664,MYCTH_2298570,56607.101570000006,72928
665,MYCTH_2309641,56727.64301,69494
666,MYCTH_2307825,56792.11169,27725
667,MYCTH_2306019,56873.97192999999,18430
668,MYCTH_2305424,57041.890360000005,54228
669,MYCTH_2301403,57168.15902000001,80131
670,MYCTH_2297541,57227.200339999996,15063
671,MYCTH_2311354,57434.33971,95142
672,MYCTH_81013,57607.41564,33615
673,MYCTH_2307782,57626.006610000004,28009
674,MYCTH_2303581,57907.71976,201608
675,MYCTH_2306934,58102.47515,33504
676,MYCTH_2294394,58585.54049,26081
677,MYCTH_2295813,58924.46584,88407
678,MYCTH_2310189,58935.20062999999,272439
679,MYCTH_2312548,59213.435470000004,28356
680,MYCTH_48238,59316.22554,52927
681,MYCTH_2305675,59320.78332,72990
682,MYCTH_2311698,59516.64818,123651
683,MYCTH_2310518,59539.07728,33393
684,MYCTH_2299438,59578.3582,32626
685,MYCTH_2296424,59749.27517000001,88552
686,MYCTH_2300515,59792.4542,99895
687,MYCTH_2303573,59859.531610000005,97374
688,MYCTH_2300593,59895.304229999994,78310
689,MYCTH_2313379,59936.38428,12240
690,MYCTH_2305200,60321.667120000006,94254
691,MYCTH_60397,60374.171610000005,13656
692,MYCTH_2142074,60556.183189999996,40863
693,MYCTH_2299129,60893.219470000004,54669
694,MYCTH_2062179,60922.30534,207679
695,MYCTH_2300124,60938.197620000006,34626
696,MYCTH_2300423,61450.04897,64991
697,MYCTH_2307334,61783.487,39306
698,MYCTH_75329,61958.6619,20237
699,MYCTH_2077843,62058.75328,25511
700,MYCTH_2300091,62097.43449,68788
701,MYCTH_2300154,62177.79545,164342
702,MYCTH_2312723,62199.38496,147055
703,MYCTH_2303532,62373.90019,50536
704,MYCTH_2059413,62539.719639999996,128114
705,MYCTH_2109970,63027.318770000005,34417
706,MYCTH_2298356,63268.66553,32039
707,MYCTH_2136823,63441.68147999999,21691
708,MYCTH_89669,63511.75744,54995
709,MYCTH_112916,63534.66631,198218
710,MYCTH_2296691,63618.11577999999,36685
711,MYCTH_107972,63732.51021,64385
712,MYCTH_2296319,63945.91654,111505
713,MYCTH_2309334,64030.29555,55857
714,MYCTH_2306912,64053.68419,42408
715,MYCTH_2294309,64079.17181,33786
716,MYCTH_2121249,64103.28009,35388
717,MYCTH_83980,64193.71616,13617
718,MYCTH_2139057,64402.114929999996,32259
719,MYCTH_2309618,64547.84414,78389
720,MYCTH_2141069,64713.96344,99132
721,MYCTH_2309883,64722.35936,36559
722,MYCTH_2302870,65262.99672999999,70290
723,MYCTH_2312533,65507.078160000005,22450
724,MYCTH_2297791,65515.53405,63937
725,MYCTH_2294867,65558.35325,21622
726,MYCTH_73679,66067.11611,60094
727,MYCTH_2303271,66278.00366,63086
728,MYCTH_2315098,66349.369,10488
729,MYCTH_2303133,66595.54941,40556
730,MYCTH_2306722,66833.3339,82686
731,MYCTH_2126533,66837.232,39472
732,MYCTH_2079864,66874.7138,25237
733,MYCTH_2299590,67137.9859,56496
734,MYCTH_2311439,67240.83594,18533
735,MYCTH_2309854,67350.07287999999,84595
736,MYCTH_2307580,67596.16333,60598
737,MYCTH_2313192,67715.65529,59770
738,MYCTH_2305251,67969.36203999999,100912
739,MYCTH_2311495,68304.17939,34891
740,MYCTH_2298116,68389.90775,76245
741,MYCTH_2307294,69080.02251,276784
742,MYCTH_2311608,69097.83385,36975
743,MYCTH_79688,69251.95898,44763
744,MYCTH_2132689,69592.26367,92883
745,MYCTH_2309042,69716.73321,74947
746,MYCTH_2297673,70257.37057999999,89131
747,MYCTH_2311687,70395.60342999999,25513
748,MYCTH_111604,71129.31701,33487
749,MYCTH_2315227,71331.14896,49443
750,MYCTH_2308190,71636.49063,57283
751,MYCTH_2117728,71684.37737,28373
752,MYCTH_2302336,71759.34096,64831
753,MYCTH_2309061,71886.2693,38285
754,MYCTH_77492,72121.26514,41255
755,MYCTH_2298290,72398.03069,51210
756,MYCTH_2312573,72544.65947,34050
757,MYCTH_2306928,72661.60266,46069
758,MYCTH_74927,72767.75108999999,75684
759,MYCTH_2310660,72795.69752,69344
760,MYCTH_2299321,73155.76261,32206
761,MYCTH_2312382,73241.8208,56570
762,MYCTH_2312755,73923.98942,62024
763,MYCTH_2312051,74073.8866,69820
764,MYCTH_2300057,74092.2077,55781
765,MYCTH_2315449,74114.39692,42996
766,MYCTH_2296015,74120.39401,38379
767,MYCTH_2315997,74600.73067,57718
768,MYCTH_2302225,75006.25368,63636
769,MYCTH_2306540,75050.24231,25031
770,MYCTH_2296998,75456.84479,13007
771,MYCTH_2310892,75535.70648,103715
772,MYCTH_2106723,75601.19467000001,31731
773,MYCTH_2310121,75606.17225,48939
774,MYCTH_74487,75788.75356,93493
775,MYCTH_2306528,75797.47932,25087
776,MYCTH_2314025,76177.69462000001,15050
777,MYCTH_38472,76225.67131,53539
778,MYCTH_2311411,76751.31597000001,33052
779,MYCTH_2141524,76852.96659,121275
780,MYCTH_2295218,76859.86323999999,17805
781,MYCTH_2313161,76864.36105,42713
782,MYCTH_37941,77200.79762,10128
783,MYCTH_2308546,77228.47417999999,69272
784,MYCTH_2069203,77245.77577000001,29944
785,MYCTH_2085453,77343.52829,15619
786,MYCTH_99040,77857.9284,190020
787,MYCTH_2308761,77943.71673,70073
788,MYCTH_2085059,78178.89248,35084
789,MYCTH_2305667,78404.65282,115555
790,MYCTH_2312814,78559.13777,30216
791,MYCTH_2137239,78603.72611,61508
792,MYCTH_2303514,78707.80555,99922
793,MYCTH_2294358,78826.54787000001,34590
794,MYCTH_2300271,78999.50385,84074
795,MYCTH_2316248,79276.08949,35733
796,MYCTH_2121955,79451.80412999999,9899
797,MYCTH_2309812,79645.21018,105956
798,MYCTH_2312307,79782.54347,122321
799,MYCTH_2304414,79888.6919,12831
800,MYCTH_2298104,79969.95242999999,26942
801,MYCTH_2297570,80152.86357,41286
802,MYCTH_2115286,80177.15178,16633
803,MYCTH_2302790,80328.27836,102380
804,MYCTH_2295293,80451.51849,17762
805,MYCTH_2314092,80548.97115,19418
806,MYCTH_2311907,80775.96089,22516
807,MYCTH_2090554,80827.53583,49199
808,MYCTH_111814,81390.60231,52881
809,MYCTH_2312994,81457.82965,45836
810,MYCTH_2304865,81525.29688,30031
811,MYCTH_2304045,82024.8542,13458
812,MYCTH_2298428,82052.14095,33391
813,MYCTH_2119714,82121.4073,9228
814,MYCTH_2313072,82189.7441,20843
815,MYCTH_2315699,82393.97489,36660
816,MYCTH_2295922,82732.51044,29707
817,MYCTH_2307431,82845.85538,39223
818,MYCTH_2313336,83284.03252000001,27946
819,MYCTH_2308782,83315.72713,125713
820,MYCTH_2311974,83325.92218,39724
821,MYCTH_2037019,83587.39516,17463
822,MYCTH_2299680,83742.12,74484
823,MYCTH_2116710,83830.87688,314137
824,MYCTH_117150,83993.99764,41424
825,MYCTH_2297685,84408.99604,32818
826,MYCTH_2304195,84575.11535,56348
827,MYCTH_2306961,85101.95942,74665
828,MYCTH_2310303,85102.25927000001,43112
829,MYCTH_2111167,85504.36394,21159
830,MYCTH_80916,85873.90442,78185
831,MYCTH_2306518,85899.87181,45707
832,MYCTH_48250,86113.3681,5739
833,MYCTH_2306452,86137.70427999999,68630
834,MYCTH_2304142,86463.29811,56594
835,MYCTH_2307426,86546.71759,43226
836,MYCTH_2298148,86618.62266000001,57201
837,MYCTH_112306,86721.17284,42836
838,MYCTH_2074571,87045.49528999999,61109
839,MYCTH_2296944,87269.00672,115495
840,MYCTH_2312794,87549.8203,31084
841,MYCTH_2090680,87710.63218,71192
842,MYCTH_2299107,87899.90024,55313
843,MYCTH_2304079,88189.07976000001,35757
844,MYCTH_2311479,88923.3031,81811
845,MYCTH_2308733,89516.71483,22931
846,MYCTH_2299032,90105.62875,30072
847,MYCTH_2303801,90271.14834,21940
848,MYCTH_51411,90466.95323,33022
849,MYCTH_2311112,90670.10454,62002
850,MYCTH_2294429,90759.31121,52555
851,MYCTH_2295439,91066.72187000001,52054
852,MYCTH_97470,91136.13815,89743
853,MYCTH_2296757,91344.32702000001,51143
854,MYCTH_67051,91630.68791000001,30178
855,MYCTH_2293999,91860.19642000001,54329
856,MYCTH_63965,91875.36905,39580
857,MYCTH_2298909,91878.06774,81266
858,MYCTH_2302852,91887.06337,47934
859,MYCTH_2302775,92162.0298,98689
860,MYCTH_2119779,92168.32674,40943
861,MYCTH_2071905,92466.38195,62227
862,MYCTH_2311297,92664.88552000001,21172
863,MYCTH_2299061,92723.65697000001,21320
864,MYCTH_2087157,93119.16484,26814
865,MYCTH_2312705,93507.77606,45368
866,MYCTH_2081249,93559.23107000001,98123
867,MYCTH_51515,93584.53877,11627
868,MYCTH_117073,93604.02931,44380
869,MYCTH_2308168,94090.09319,40867
870,MYCTH_2313110,94113.18197,31282
871,MYCTH_2306377,94934.18315,46136
872,MYCTH_2316737,94980.06086,31442
873,MYCTH_2298057,95016.0134,7634
874,MYCTH_2296784,95240.48435,251296
875,MYCTH_2298672,95246.63137,101263
876,MYCTH_2294216,95269.4203,21852
877,MYCTH_2310439,95353.70935,93826
878,MYCTH_2297644,95354.27908,51887
879,MYCTH_2086470,95714.40413,22849
880,MYCTH_2309049,95976.77668,31589
881,MYCTH_2306127,96116.5088,19764
882,MYCTH_2303597,96164.4855,78649
883,MYCTH_2294478,96201.87732999999,124372
884,MYCTH_2300751,96596.24576,112499
885,MYCTH_2117900,96676.33685,26105
886,MYCTH_2096131,96873.19122000001,48667
887,MYCTH_2304734,96928.8142,108312
888,MYCTH_2296056,97316.76574,46023
889,MYCTH_2304811,97841.27095,37602
890,MYCTH_2306298,98082.05398,54988
891,MYCTH_2307780,98790.5798,86106
892,MYCTH_2301184,98802.00425,73091
893,MYCTH_2294264,98821.37484,47001
894,MYCTH_2314027,99769.93405,13255
895,MYCTH_2299462,100372.9411,7255
896,MYCTH_2304768,100486.5859,46920
897,MYCTH_2134461,100579.2409,63948
898,MYCTH_2306401,100752.2868,41460
899,MYCTH_2305455,101065.6046,17154
900,MYCTH_110897,101185.7563,68673
901,MYCTH_2315027,101240.4197,34811
902,MYCTH_2308663,101483.0019,95803
903,MYCTH_2299402,101813.3814,206450
904,MYCTH_2307175,102100.7018,39803
905,MYCTH_2308407,102200.1635,116659
906,MYCTH_2296679,102451.2615,60755
907,MYCTH_2302506,102466.82400000001,41245
908,MYCTH_2300820,102518.3989,18814
909,MYCTH_2310222,102623.3479,69485
910,MYCTH_2082040,102701.0102,15616
911,MYCTH_2309342,102802.6608,22449
912,MYCTH_2307871,103203.0863,44359
913,MYCTH_49355,103749.5408,38323
914,MYCTH_2294835,103870.5321,68662
915,MYCTH_2309899,103881.2369,80158
916,MYCTH_2301162,104070.445,33037
917,MYCTH_2297307,104369.0999,36897
918,MYCTH_2088202,104427.5715,40640
919,MYCTH_2309016,104474.0489,44846
920,MYCTH_2295684,104836.5728,14930
921,MYCTH_2034994,104958.3137,31768
922,MYCTH_2307629,105012.0476,124042
923,MYCTH_2304561,105318.4387,52539
924,MYCTH_2302711,105354.841,65353
925,MYCTH_109978,105481.0197,68142
926,MYCTH_2302808,105523.2392,46006
927,MYCTH_2304836,105948.4327,39419
928,MYCTH_71014,105963.8752,38998
929,MYCTH_2309273,106272.3053,43825
930,MYCTH_2074790,106752.0423,25946
931,MYCTH_2310921,108390.1465,85082
932,MYCTH_2313775,108896.9004,23135
933,MYCTH_2090056,109148.748,54116
934,MYCTH_2296933,109595.561,65698
935,MYCTH_2299739,109800.9612,82062
936,MYCTH_2297847,109919.2537,62465
937,MYCTH_2312310,110320.6088,67571
938,MYCTH_85489,110439.9508,34477
939,MYCTH_90619,110893.6304,25573
940,MYCTH_2304462,110910.4223,18275
941,MYCTH_2297694,111018.2799,12754
942,MYCTH_2057433,111091.2344,25470
943,MYCTH_2301009,111727.2255,12629
944,MYCTH_2305509,111897.3029,48646
945,MYCTH_2298384,112552.7245,70968
946,MYCTH_2296399,112702.5017,36045
947,MYCTH_72822,112930.5409,20985
948,MYCTH_2296256,113116.3307,77780
949,MYCTH_2297059,113136.9007,27885
950,MYCTH_2294928,113374.6252,144766
951,MYCTH_2296287,113908.9656,29631
952,MYCTH_84590,114304.7734,49713
953,MYCTH_2113540,114637.6117,91789
954,MYCTH_104936,114671.1954,30602
955,MYCTH_2132318,115143.1661,36579
956,MYCTH_2306439,115756.6681,53919
957,MYCTH_79031,116133.8848,20610
958,MYCTH_2089610,116274.5165,34143
959,MYCTH_2300697,116437.6373,24268
960,MYCTH_2303449,117035.5468,60060
961,MYCTH_2297450,117197.1683,59003
962,MYCTH_2305501,117278.7287,32413
963,MYCTH_2296403,117280.228,81723
964,MYCTH_2299571,117921.9162,23446
965,MYCTH_2309695,117964.4356,33643
966,MYCTH_2311474,118483.7533,64977
967,MYCTH_2296360,118666.1547,48724
968,MYCTH_2081891,118968.10800000001,12814
969,MYCTH_2302578,119121.9333,77929
970,MYCTH_2300294,119428.6843,59132
971,MYCTH_53851,119989.112,16242
972,MYCTH_2306768,120339.6717,114752
973,MYCTH_2311092,120365.7291,20166
974,MYCTH_2301730,120847.595,29961
975,MYCTH_2302660,120940.5499,46747
976,MYCTH_2311342,121446.9139,35656
977,MYCTH_2097778,121525.2658,35101
978,MYCTH_2302901,121547.515,18768
979,MYCTH_110536,121667.0969,16424
980,MYCTH_2307037,121690.0957,38069
981,MYCTH_77354,121908.1798,44575
982,MYCTH_2297416,122081.1958,55777
983,MYCTH_2298622,122349.0856,100708
984,MYCTH_2297573,122491.0966,62408
985,MYCTH_2313956,122739.37599999999,9079
986,MYCTH_2312518,122740.2756,128301
987,MYCTH_2315100,123486.3432,35638
988,MYCTH_2298045,123817.9521,45237
989,MYCTH_2294435,124169.8911,27424
990,MYCTH_2301970,124547.7975,82314
991,MYCTH_2316483,124590.9766,41026
992,MYCTH_2311253,124719.3142,59853
993,MYCTH_2296663,124849.421,109553
994,MYCTH_2295601,125001.9269,177515
995,MYCTH_2301005,125029.3636,18708
996,MYCTH_2302106,125463.7926,44466
997,MYCTH_2309874,125566.7625,24867
998,MYCTH_2140326,125578.9966,26134
999,MYCTH_106293,125601.0659,127946
1000,MYCTH_2312159,126426.4749,453036
1001,MYCTH_5082,126496.1311,29906
1002,MYCTH_2296529,126534.0327,45391
1003,MYCTH_2302420,126586.2073,39001
1004,MYCTH_112363,126937.0369,45641
1005,MYCTH_2304549,127508.8591,66030
1006,MYCTH_2296713,127550.8387,37590
1007,MYCTH_2298931,127825.2954,44777
1008,MYCTH_2314668,128065.9885,45491
1009,MYCTH_2302666,128087.57800000001,48482
1010,MYCTH_2145474,128814.4249,35803
1011,MYCTH_2302248,129269.3639,51938
1012,MYCTH_2299879,129698.8153,11160
1013,MYCTH_71748,129748.771,51856
1014,MYCTH_2138498,129846.8234,106717
1015,MYCTH_2299316,130403.353,5518
1016,MYCTH_2301055,130546.0837,11580
1017,MYCTH_2119272,130664.826,80466
1018,MYCTH_2297324,130772.2039,57299
1019,MYCTH_2080003,131010.8579,59972
1020,MYCTH_2304799,131639.6825,137835
1021,MYCTH_2308748,131863.4937,41724
1022,MYCTH_2311243,131890.4806,31539
1023,MYCTH_2308787,132008.1735,60739
1024,MYCTH_2294886,132147.6057,24753
1025,MYCTH_2297985,132665.0044,65192
1026,MYCTH_2297423,132994.3944,32030
1027,MYCTH_2307076,133704.1496,43116
1028,MYCTH_2311684,133906.8811,49370
1029,MYCTH_2293959,134101.1267,23889
1030,MYCTH_2298433,134114.0505,72817
1031,MYCTH_90482,134177.0199,201111
1032,MYCTH_2294800,134606.4113,47747
1033,MYCTH_2307634,134636.9964,166910
1034,MYCTH_2297787,135927.2696,32748
1035,MYCTH_2297230,136117.3773,63553
1036,MYCTH_2300649,136282.59699999998,63068
1037,MYCTH_2295747,136353.0628,113729
1038,MYCTH_2300892,137152.1746,39868
1039,MYCTH_2121350,137198.0523,11156
1040,MYCTH_2300175,137343.4817,16126
1041,MYCTH_112399,138274.2295,37273
1042,MYCTH_2298729,138693.1261,40029
1043,MYCTH_2297179,139990.8956,42459
1044,MYCTH_2305543,140125.92,46138
1045,MYCTH_2081821,140233.4778,24913
1046,MYCTH_2055144,140548.9246,37521
1047,MYCTH_2298795,140583.1079,71431
1048,MYCTH_2296781,140596.3015,51261
1049,MYCTH_2081554,140603.49800000002,33118
1050,MYCTH_2297371,141059.2766,17778
1051,MYCTH_2314967,141064.0743,14056
1052,MYCTH_2315910,141522.9414,35712
1053,MYCTH_2304410,141685.0726,50142
1054,MYCTH_2311055,142453.3294,90332
1055,MYCTH_2297360,142914.4754,24045
1056,MYCTH_103702,144827.5461,41426
1057,MYCTH_2294749,145133.4875,66022
1058,MYCTH_2295802,145305.6938,55355
1059,MYCTH_75197,145455.501,39606
1060,MYCTH_2304203,145758.8937,40434
1061,MYCTH_2304982,146337.9124,72815
1062,MYCTH_2294810,146350.0565,32878
1063,MYCTH_2302859,146659.6561,39245
1064,MYCTH_2141088,146776.5993,189791
1065,MYCTH_140260,146917.4709,220913
1066,MYCTH_2303583,147078.8525,83054
1067,MYCTH_2307768,147117.5337,19780
1068,MYCTH_2106437,147177.0847,66962
1069,MYCTH_2299136,147554.9912,78711
1070,MYCTH_2311368,148029.5107,59261
1071,MYCTH_2294498,148283.3673,26144
1072,MYCTH_54709,148315.1519,66171
1073,MYCTH_2137000,148872.5811,46049
1074,MYCTH_2308119,149199.4223,26294
1075,MYCTH_2302387,149310.3684,93547
1076,MYCTH_2314688,150221.9556,25745
1077,MYCTH_2294003,150695.9953,29629
1078,MYCTH_2088965,150860.3155,50350
1079,MYCTH_79137,151417.0251,49380
1080,MYCTH_2295289,151700.8972,87900
1081,MYCTH_2308313,151731.3924,14993
1082,MYCTH_2294991,151847.7958,41838
1083,MYCTH_2070984,151895.7125,31568
1084,MYCTH_2297718,152765.4101,41207
1085,MYCTH_112700,153003.0746,15257
1086,MYCTH_2307323,153088.3232,59191
1087,MYCTH_2301430,153839.7882,49721
1088,MYCTH_2090388,154135.2046,54093
1089,MYCTH_2305048,154674.5526,158347
1090,MYCTH_2299360,154879.62300000002,75633
1091,MYCTH_2306218,155642.6923,38317
1092,MYCTH_2295145,156114.5821,151600
1093,MYCTH_2310754,156232.6558,100128
1094,MYCTH_2307682,156392.9279,62419
1095,MYCTH_110028,156574.0399,39952
1096,MYCTH_2301194,156595.0297,56787
1097,MYCTH_2139072,157539.271,87114
1098,MYCTH_2310422,157628.0279,28740
1099,MYCTH_2298688,157727.8794,44691
1100,MYCTH_2302496,158075.4106,35272
1101,MYCTH_2306283,158088.1544,39697
1102,MYCTH_2296361,158167.166,21354
1103,MYCTH_2299830,159446.0448,46058
1104,MYCTH_2310137,160645.4621,49294
1105,MYCTH_2302089,160693.139,19605
1106,MYCTH_2312133,160758.5072,42899
1107,MYCTH_2309360,160909.0341,90537
1108,MYCTH_2126562,160995.69199999998,19907
1109,MYCTH_2310546,161297.6153,65234
1110,MYCTH_56853,161444.0042,55660
1111,MYCTH_2301997,161530.842,32659
1112,MYCTH_2312964,161933.0366,31868
1113,MYCTH_2295729,162182.2156,8312
1114,MYCTH_2312622,162216.399,26580
1115,MYCTH_79885,162336.8205,102237
1116,MYCTH_2294664,162519.7916,88376
1117,MYCTH_2302736,162593.7057,37053
1118,MYCTH_2309800,163306.0097,11249
1119,MYCTH_2302376,163726.1656,56189
1120,MYCTH_2069574,164366.6544,35728
1121,MYCTH_2301550,164573.5539,58106
1122,MYCTH_2294705,165815.2507,83265
1123,MYCTH_2298666,166322.6043,57738
1124,MYCTH_2302797,166900.7235,11637
1125,MYCTH_2303668,166901.5031,53318
1126,MYCTH_68509,167192.4817,66693
1127,MYCTH_2303763,167211.3725,58255
1128,MYCTH_2301226,167382.7693,181341
1129,MYCTH_2144292,167560.7028,81705
1130,MYCTH_50343,167667.6309,16305
1131,MYCTH_2306615,168033.87300000002,28418
1132,MYCTH_2133058,168272.2572,19433
1133,MYCTH_2299450,168545.1846,27323
1134,MYCTH_2307265,168545.7243,50157
1135,MYCTH_2025277,168633.8815,18644
1136,MYCTH_2311451,168788.1866,102254
1137,MYCTH_2307676,169270.4423,38086
1138,MYCTH_2307988,169765.8316,26746
1139,MYCTH_2076744,170778.4397,62571
1140,MYCTH_112159,170864.8578,53973
1141,MYCTH_2309073,170905.1282,37805
1142,MYCTH_2298309,171073.4664,34836
1143,MYCTH_2299735,171153.8574,36958
1144,MYCTH_2296875,171642.9198,26629
1145,MYCTH_2302176,171675.514,135222
1146,MYCTH_2313954,172114.2908,28931
1147,MYCTH_2307068,172760.1771,37969
1148,MYCTH_2039818,172977.2716,16049
1149,MYCTH_2309058,173415.9585,43899
1150,MYCTH_2304529,173538.479,53807
1151,MYCTH_2309375,173829.7575,38775
1152,MYCTH_2301978,175040.2694,115647
1153,MYCTH_76096,176255.5791,97373
1154,MYCTH_2298160,176288.2632,34386
1155,MYCTH_2302098,176444.1875,12850
1156,MYCTH_2294104,176840.5949,30555
1157,MYCTH_2308395,177246.8975,64404
1158,MYCTH_2296197,177718.8682,43781
1159,MYCTH_2294220,177890.8347,60406
1160,MYCTH_2308801,178064.3904,46816
1161,MYCTH_2296116,178127.8696,34438
1162,MYCTH_2296924,178380.9466,7951
1163,MYCTH_114678,178833.4268,84471
1164,MYCTH_2031920,179766.2737,22524
1165,MYCTH_2308717,179959.8596,63066
1166,MYCTH_2301791,180024.4482,31100
1167,MYCTH_79116,180765.3883,38350
1168,MYCTH_2302201,182058.0604,14030
1169,MYCTH_2311826,182219.0821,10889
1170,MYCTH_2296293,182793.0033,47812
1171,MYCTH_2314890,184030.8021,39577
1172,MYCTH_107723,185881.8029,55029
1173,MYCTH_2311550,185897.0954,35698
1174,MYCTH_2315007,186509.9977,42755
1175,MYCTH_2314123,187189.4676,48020
1176,MYCTH_2301453,187295.6161,36348
1177,MYCTH_2294250,188167.4726,79499
1178,MYCTH_111388,188750.8092,88404
1179,MYCTH_2303816,189350.8177,43586
1180,MYCTH_2301334,190861.7237,73029
1181,MYCTH_2305611,190930.6303,52047
1182,MYCTH_2133586,190957.5872,55157
1183,MYCTH_2308241,191033.6003,44659
1184,MYCTH_2300185,191427.9777,50783
1185,MYCTH_2311557,191696.1284,60787
1186,MYCTH_2306244,192023.1196,36429
1187,MYCTH_2310072,192042.4902,109194
1188,MYCTH_2300304,192236.6159,68273
1189,MYCTH_2311371,192563.1572,28424
1190,MYCTH_2296656,192582.9476,82593
1191,MYCTH_2081074,192615.3319,173591
1192,MYCTH_2315519,192786.5487,38529
1193,MYCTH_2067725,192949.1897,32281
1194,MYCTH_2135496,193001.5443,49063
1195,MYCTH_2308351,193458.3124,39079
1196,MYCTH_2306915,193667.4308,66627
1197,MYCTH_2305285,194035.7419,17066
1198,MYCTH_2301760,194804.5384,29941
1199,MYCTH_2300236,195137.4067,46956
1200,MYCTH_111331,195182.5348,44006
1201,MYCTH_2296370,195426.7662,31194
1202,MYCTH_98562,195593.0054,39587
1203,MYCTH_2303024,195638.4633,44085
1204,MYCTH_2026172,195658.3437,21032
1205,MYCTH_2123512,196096.04100000003,27864
1206,MYCTH_41800,196550.6502,57815
1207,MYCTH_2308533,196706.8443,50496
1208,MYCTH_2305468,196813.0827,36353
1209,MYCTH_110670,196826.7861,42933
1210,MYCTH_2296269,196842.3785,56171
1211,MYCTH_2304603,197116.4154,95374
1212,MYCTH_2300729,197191.1091,86553
1213,MYCTH_2304302,197592.9139,48478
1214,MYCTH_2086920,197822.3025,8660
1215,MYCTH_2299023,197968.6913,245993
1216,MYCTH_2308165,198349.3264,81520
1217,MYCTH_2124177,198400.4216,39008
1218,MYCTH_2294422,198900.9685,55005
1219,MYCTH_2304617,200223.53600000002,63291
1220,MYCTH_2302649,200314.6917,40026
1221,MYCTH_111372,200353.6728,48667
1222,MYCTH_2296798,200584.8605,66787
1223,MYCTH_2299207,200649.0893,25323
1224,MYCTH_2296570,200798.7766,45715
1225,MYCTH_2313125,200818.53699999998,102711
1226,MYCTH_2082283,201428.5006,36794
1227,MYCTH_2134806,202259.8468,23082
1228,MYCTH_2295675,202902.4346,21488
1229,MYCTH_76367,203000.0672,53468
1230,MYCTH_2308306,203054.7307,57013
1231,MYCTH_2299217,203102.7373,30341
1232,MYCTH_2310645,203680.6766,38063
1233,MYCTH_2302024,204217.8956,105672
1234,MYCTH_2311348,205274.8822,95654
1235,MYCTH_2311494,206016.8417,43459
1236,MYCTH_2071423,206256.1855,96871
1237,MYCTH_2294281,206363.3534,9267
1238,MYCTH_2088290,206709.0855,45760
1239,MYCTH_2311488,206914.5157,60190
1240,MYCTH_2136712,207380.4593,68382
1241,MYCTH_2313014,207990.6629,52953
1242,MYCTH_2301840,208320.3228,70065
1243,MYCTH_2127482,208715.4108,21839
1244,MYCTH_2295050,209232.8994,74029
1245,MYCTH_2311467,209503.428,132752
1246,MYCTH_2091453,209584.5086,31525
1247,MYCTH_57908,210671.3607,17754
1248,MYCTH_2073591,212042.3847,37242
1249,MYCTH_2308335,212071.9803,60898
1250,MYCTH_2303002,212123.8551,59535
1251,MYCTH_2092688,212263.5872,75214
1252,MYCTH_2084256,212677.0564,43496
1253,MYCTH_2297389,213060.1802,134463
1254,MYCTH_2309470,213188.6678,37703
1255,MYCTH_2110837,213411.1298,16521
1256,MYCTH_2301266,214118.4562,45820
1257,MYCTH_70818,214274.4104,30818
1258,MYCTH_2306503,214299.958,44160
1259,MYCTH_2308118,214600.9218,41729
1260,MYCTH_2301172,214823.4437,11412
1261,MYCTH_2310900,214907.1031,40165
1262,MYCTH_2301053,215274.1248,111018
1263,MYCTH_2309766,215323.8406,168914
1264,MYCTH_2095534,215626.7535,13157
1265,MYCTH_2302700,217274.1532,48731
1266,MYCTH_2121938,217908.3451,23241
1267,MYCTH_2304655,219246.0853,61050
1268,MYCTH_83051,221584.2594,14261
1269,MYCTH_2298093,222434.7663,26984
1270,MYCTH_42730,222816.9606,19404
1271,MYCTH_2304566,223221.4641,123574
1272,MYCTH_2295198,223536.9109,35433
1273,MYCTH_2295204,225204.2509,110629
1274,MYCTH_2296066,225402.7245,50326
1275,MYCTH_2313703,225455.6788,28085
1276,MYCTH_2295280,225546.2348,36634
1277,MYCTH_2308135,225691.1544,104318
1278,MYCTH_2311879,226250.5027,29967
1279,MYCTH_2299177,226849.6117,120136
1280,MYCTH_2306567,227124.9979,34137
1281,MYCTH_2314846,227689.5936,32266
1282,MYCTH_2293966,228262.0155,29342
1283,MYCTH_2056329,228668.0183,25843
1284,MYCTH_2297462,230376.8882,78976
1285,MYCTH_2301663,231252.163,53520
1286,MYCTH_2302119,231974.5121,91525
1287,MYCTH_2298745,232051.1249,29493
1288,MYCTH_2309698,232409.7207,59496
1289,MYCTH_2313329,232437.1873,66681
1290,MYCTH_2076503,234633.1706,43884
1291,MYCTH_2089163,235163.5229,38974
1292,MYCTH_2075565,236838.6892,36301
1293,MYCTH_109377,237111.6166,204253
1294,MYCTH_2122159,237869.6484,75231
1295,MYCTH_2300442,238806.96300000002,117693
1296,MYCTH_2296912,239063.7883,36126
1297,MYCTH_2310453,239493.6595,28285
1298,MYCTH_2296265,239881.4911,12390
1299,MYCTH_2300398,240279.5777,35172
